Vehicle_ID,Visit_Number,Purchase_Date,Service_Date,Vehicle_Model,Manufacturing_Date,Vehicle_Age_at_Service,Battery_Age_at_Service,Battery_Health_at_Service,Battery_Replaced,Issue_Family,Exact_Issue,Parts_Required,Parts_Available,Part_Ordered,Expected_Part_ETA_Days,Active_Jobs_On_Arrival,Workshop_Capacity,Workshop_Utilization,Day_Type,Technician_ID,Technician_Experience_Years,Repair_Complexity,Base_Labor_Hours,Technician_Efficiency,Effective_Labor_Hours,Workshop_Wait_Hours,Operational_Time_Hours,Operational_Time_Days,Extra_Operational_Delay_Days,Turnaround_Time_Days,Parts_Cost,Labor_Cost,Warranty_Status,Warranty_Covered,Misc_Cost,Repair_Cost,Expected_TAT_Days,Is_Delayed,Actual_Part_Wait_Days,Supplier_Delay_Days
EV01353,1,2021-04-13,2021-11-15,Ather 450X,2021-02-18,0.74,0.59,96.21,False,Brake,Brake Disc Issue,False,False,False,0,13,20,0.65,Weekday,TECH_05,3,2,2.11,0.94,1.98,0.62,2.6,0.32,0.0,0.32,0,1055,True,True,100,1155,1.5,False,0,0
EV01353,2,2021-04-13,2022-09-16,Ather 450X,2021-02-18,1.57,1.43,90.85,False,Tyre,Tyre Wear,True,False,True,2,16,20,0.8,Weekday,TECH_06,4,2,1.99,0.91,1.81,0.6,2.41,0.3,0.0,2.3,1281,995,True,False,0,2276,3.5,False,2,0
EV01353,3,2021-04-13,2023-05-17,Ather 450X,2021-02-18,2.24,2.09,86.58,False,Brake,Brake Disc Issue,True,True,False,0,14,20,0.7,Weekday,TECH_01,1,2,2.45,1.0,2.45,0.61,3.06,0.38,0.0,0.38,1907,1225,True,True,0,3132,1.5,False,0,0
EV01353,4,2021-04-13,2023-12-29,Ather 450X,2021-02-18,2.86,2.71,82.61,False,Suspension,Suspension Noise,False,False,False,0,6,20,0.3,Weekday,TECH_01,1,2,1.63,1.0,1.63,0.15,1.78,0.22,0.0,0.22,0,815,True,True,0,815,1.5,False,0,0
EV01353,5,2021-04-13,2024-05-02,Ather 450X,2021-02-18,3.2,3.05,80.42,False,General Service,Periodic Inspection,False,False,False,0,6,20,0.3,Weekday,TECH_02,2,1,1.36,0.97,1.32,0.0,1.32,0.16,0.0,0.16,0,680,False,False,500,1180,1.0,False,0,0
EV01354,1,2025-08-13,2025-12-31,Ola S1 Pro,2025-07-09,0.48,0.38,97.01,True,Electrical,Sensor Failure,True,True,False,0,9,20,0.45,Weekday,TECH_05,3,3,6.56,0.94,6.17,0.03,6.2,0.78,1.0,1.78,1851,3280,True,True,500,5631,2.5,False,0,0
EV01356,1,2025-03-02,2025-07-27,TVS iQube,2025-02-13,0.45,0.4,98.16,False,Tyre,Puncture,True,True,False,0,21,20,1.05,Weekend,TECH_02,2,1,1.18,0.97,1.14,4.41,5.55,0.69,1.5,2.19,287,590,True,False,300,1177,1.0,True,0,0
EV01357,1,2024-12-09,2025-07-22,Ather Rizta,2024-10-26,0.74,0.62,97.16,False,Tyre,Low Tyre Pressure,False,False,False,0,13,20,0.65,Weekday,TECH_06,4,1,0.8,0.91,0.73,0.68,1.41,0.18,0.0,0.18,0,400,True,False,0,400,1.0,False,0,0
EV01357,2,2024-12-09,2025-11-20,Ather Rizta,2024-10-26,1.07,0.95,95.63,False,Brake,Brake Fluid Issue,True,True,False,0,7,20,0.35,Weekday,TECH_03,2,1,0.67,0.97,0.65,0.13,0.78,0.1,0.0,0.1,557,335,True,False,300,1192,1.0,False,0,0
EV01357,3,2024-12-09,2026-04-06,Ather Rizta,2024-10-26,1.44,1.32,93.9,False,General Service,Routine Maintenance,True,True,False,0,13,20,0.65,Weekday,TECH_07,5,1,1.2,0.88,1.06,0.85,1.91,0.24,0.0,0.24,230,600,True,False,200,1030,1.0,False,0,0
EV01359,1,2022-09-22,2023-02-14,Ather 450X,2022-07-08,0.61,0.4,98.47,False,Electrical,Wiring Issue,False,False,False,0,8,20,0.4,Weekday,TECH_06,4,2,1.71,0.91,1.56,0.02,1.58,0.2,0.0,0.2,0,855,True,True,300,1155,1.5,False,0,0
EV01359,2,2022-09-22,2024-01-09,Ather 450X,2022-07-08,1.51,1.3,95.0,False,Battery,Battery Degradation,False,False,False,0,17,20,0.85,Weekday,TECH_05,3,3,4.94,0.94,4.64,1.83,6.47,0.81,0.25,1.06,0,2470,True,True,100,2570,2.5,False,0,0
EV01359,3,2022-09-22,2025-03-02,Ather 450X,2022-07-08,2.65,2.44,90.59,False,General Service,Routine Maintenance,False,False,False,0,24,20,1.2,Weekend,TECH_08,6,1,0.59,0.88,0.52,5.33,5.85,0.73,1.0,1.73,0,295,True,False,100,395,1.0,True,0,0
EV01359,4,2022-09-22,2025-09-09,Ather 450X,2022-07-08,3.17,2.97,88.58,False,Brake,Brake Pad Wear,True,True,False,0,16,20,0.8,Weekday,TECH_07,5,2,2.35,0.88,2.07,0.84,2.91,0.36,1.0,1.36,1062,1175,False,False,100,2337,1.5,False,0,0
EV01360,1,2024-08-08,2025-03-02,TVS iQube,2024-06-18,0.7,0.56,97.29,False,General Service,Periodic Inspection,False,False,False,0,14,20,0.7,Weekend,TECH_07,5,1,0.63,0.88,0.55,0.69,1.24,0.16,0.0,0.16,0,315,True,False,100,415,1.0,False,0,0
EV01360,2,2024-08-08,2026-03-20,TVS iQube,2024-06-18,1.75,1.61,92.25,False,Tyre,Puncture,True,True,False,0,9,20,0.45,Weekday,TECH_06,4,1,0.53,0.91,0.48,0.1,0.58,0.07,0.5,0.57,197,265,True,False,0,462,1.0,False,0,0
EV01360,3,2024-08-08,2026-07-22,TVS iQube,2024-06-18,2.09,1.95,90.62,False,Electrical,Sensor Failure,True,True,False,0,16,20,0.8,Weekday,TECH_07,5,3,5.07,0.88,4.46,1.48,5.94,0.74,0.5,1.24,1617,2535,True,True,0,4152,2.5,False,0,0
EV01362,1,2025-09-03,2025-12-08,Ather 450X,2025-07-20,0.39,0.26,99.0,False,Tyre,Tyre Wear,True,True,False,0,16,20,0.8,Weekday,TECH_03,2,2,2.64,0.97,2.56,0.65,3.21,0.4,0.0,0.4,2156,1320,True,False,200,3676,1.5,False,0,0
EV01362,2,2025-09-03,2026-04-27,Ather 450X,2025-07-20,0.77,0.65,97.53,False,Brake,Brake Pad Wear,True,True,False,0,11,20,0.55,Weekday,TECH_04,3,2,2.38,0.94,2.24,0.45,2.69,0.34,0.0,0.34,1042,1190,True,False,300,2532,1.5,False,0,0
EV01363,1,2024-07-03,2024-11-06,Ola S1 Pro,2024-05-04,0.51,0.34,98.39,False,General Service,Routine Maintenance,False,False,False,0,19,20,0.95,Weekday,TECH_06,4,1,0.68,0.91,0.62,1.62,2.24,0.28,0.0,0.28,0,340,True,False,200,540,1.0,False,0,0
EV01363,2,2024-07-03,2025-08-25,Ola S1 Pro,2024-05-04,1.31,1.14,94.67,False,Battery,Battery Connection Issue,False,False,False,0,16,20,0.8,Weekday,TECH_03,2,2,1.65,0.97,1.6,1.37,2.97,0.37,0.25,0.62,0,825,True,True,300,1125,1.5,False,0,0
EV01364,1,2022-01-17,2022-06-17,Ather 450X,2021-10-19,0.66,0.41,97.3,False,Brake,Brake Pad Wear,True,True,False,0,19,20,0.95,Weekday,TECH_07,5,2,1.75,0.88,1.54,2.26,3.8,0.48,0.5,0.98,741,875,True,False,100,1716,1.5,False,0,0
EV01364,2,2022-01-17,2023-05-08,Ather 450X,2021-10-19,1.55,1.3,91.48,False,General Service,Periodic Inspection,False,False,False,0,20,20,1.0,Weekday,TECH_08,6,1,1.23,0.88,1.08,2.41,3.49,0.44,0.5,0.94,0,615,True,False,100,715,1.0,False,0,0
EV01364,3,2022-01-17,2023-12-14,Ather 450X,2021-10-19,2.15,1.91,87.54,False,Tyre,Tyre Wear,True,True,False,0,11,20,0.55,Weekday,TECH_01,1,2,1.53,1.0,1.53,0.12,1.65,0.21,0.0,0.21,1802,765,True,False,500,3067,1.5,False,0,0
EV01364,4,2022-01-17,2024-08-08,Ather 450X,2021-10-19,2.8,2.56,83.28,False,General Service,Periodic Inspection,True,True,False,0,16,20,0.8,Weekday,TECH_01,1,1,1.36,1.0,1.36,1.4,2.76,0.34,0.25,0.59,44,680,True,False,500,1224,1.0,False,0,0
EV01364,5,2022-01-17,2025-06-02,Ather 450X,2021-10-19,3.62,3.37,77.94,False,Battery,Charging Failure,True,True,False,0,6,20,0.3,Weekday,TECH_03,2,3,6.44,0.97,6.25,0.29,6.54,0.82,0.0,0.82,3395,3220,False,False,200,6815,2.5,False,0,0
EV01364,6,2022-01-17,2026-02-08,Ather 450X,2021-10-19,4.31,4.06,73.45,True,General Service,Routine Maintenance,True,True,False,0,22,20,1.1,Weekend,TECH_07,5,1,1.38,0.88,1.21,5.03,6.24,0.78,0.5,1.28,319,690,False,False,100,1109,1.0,True,0,0
EV01365,1,2026-01-05,2026-08-02,TVS iQube,2025-11-07,0.73,0.57,97.11,False,Brake,Brake Adjustment,False,False,False,0,23,20,1.15,Weekend,TECH_01,1,1,1.38,1.0,1.38,4.67,6.05,0.76,0.5,1.26,0,690,True,False,100,790,1.0,True,0,0
EV01366,1,2026-02-13,2026-08-07,Ather Rizta,2026-01-16,0.56,0.48,98.17,False,General Service,Routine Maintenance,True,True,False,0,11,20,0.55,Weekday,TECH_03,2,1,1.17,0.97,1.13,0.06,1.19,0.15,0.25,0.4,392,585,True,False,200,1177,1.0,False,0,0
EV01368,1,2025-12-17,2026-04-19,TVS iQube,2025-10-01,0.55,0.34,98.78,False,Electrical,Sensor Failure,True,False,True,7,18,20,0.9,Weekend,TECH_02,2,3,6.47,0.97,6.28,2.75,9.03,1.13,0.25,8.38,1402,3235,True,True,0,4637,9.5,False,7,0
EV01369,1,2021-12-12,2022-04-25,Bajaj Chetak,2021-10-21,0.51,0.37,98.45,False,Tyre,Low Tyre Pressure,True,True,False,0,6,20,0.3,Weekday,TECH_04,3,1,1.23,0.94,1.16,0.09,1.25,0.16,0.25,0.41,48,615,True,False,500,1163,1.0,False,0,0
EV01369,2,2021-12-12,2023-01-13,Bajaj Chetak,2021-10-21,1.23,1.09,95.42,False,Battery,Charging Failure,True,True,False,0,14,20,0.7,Weekday,TECH_07,5,3,4.55,0.88,4.0,0.79,4.79,0.6,0.25,0.85,4651,2275,True,True,200,7126,2.5,False,0,0
EV01369,3,2021-12-12,2023-09-26,Bajaj Chetak,2021-10-21,1.93,1.79,92.46,False,Brake,Brake Disc Issue,True,False,True,3,13,20,0.65,Weekday,TECH_06,4,2,3.01,0.91,2.74,1.17,3.91,0.49,0.25,3.74,2294,1505,True,True,0,3799,4.5,False,3,0
EV01369,4,2021-12-12,2024-08-18,Bajaj Chetak,2021-10-21,2.83,2.68,88.68,False,General Service,Routine Maintenance,False,False,False,0,19,20,0.95,Weekend,TECH_05,3,1,1.12,0.94,1.05,1.64,2.69,0.34,0.0,0.34,0,560,True,False,100,660,1.0,False,0,0
EV01369,5,2021-12-12,2025-08-03,Bajaj Chetak,2021-10-21,3.78,3.64,84.64,False,General Service,Routine Maintenance,False,False,False,0,23,20,1.15,Weekend,TECH_08,6,1,0.53,0.88,0.47,5.8,6.27,0.78,1.0,1.78,0,265,False,False,0,265,1.0,True,0,0
EV01370,1,2023-03-22,2023-07-05,TVS iQube,2023-01-20,0.45,0.29,98.58,False,Motor,Motor Bearing Issue,True,True,False,0,6,20,0.3,Weekday,TECH_06,4,3,6.25,0.91,5.69,0.06,5.75,0.72,0.25,0.97,2536,3125,True,True,0,5661,2.5,False,0,0
EV01370,2,2023-03-22,2024-02-04,TVS iQube,2023-01-20,1.04,0.87,95.68,False,Brake,Brake Pad Wear,True,True,False,0,17,20,0.85,Weekend,TECH_07,5,2,3.24,0.88,2.85,2.5,5.35,0.67,0.0,0.67,1100,1620,True,False,200,2920,1.5,False,0,0
EV01370,3,2023-03-22,2025-02-18,TVS iQube,2023-01-20,2.08,1.91,90.53,False,Tyre,Puncture,False,False,False,0,12,20,0.6,Weekday,TECH_08,6,1,1.02,0.88,0.9,0.32,1.22,0.15,0.5,0.65,0,510,True,False,0,510,1.0,False,0,0
EV01371,1,2022-03-28,2022-10-26,TVS iQube,2022-01-19,0.77,0.58,96.34,False,Suspension,Front Fork Issue,True,False,True,4,13,20,0.65,Weekday,TECH_02,2,3,5.2,0.97,5.04,1.2,6.24,0.78,0.0,3.78,1689,2600,True,True,100,4389,6.5,False,3,-1
EV01371,2,2022-03-28,2023-06-29,TVS iQube,2022-01-19,1.44,1.25,92.08,False,General Service,Periodic Inspection,False,False,False,0,5,20,0.25,Weekday,TECH_03,2,1,0.93,0.97,0.9,0.22,1.12,0.14,0.25,0.39,0,465,True,False,200,665,1.0,False,0,0
EV01371,3,2022-03-28,2024-04-10,TVS iQube,2022-01-19,2.22,2.04,87.14,False,Tyre,Low Tyre Pressure,False,False,False,0,19,20,0.95,Weekday,TECH_05,3,1,1.22,0.94,1.15,2.07,3.22,0.4,0.5,0.9,0,610,True,False,0,610,1.0,False,0,0
EV01371,4,2022-03-28,2024-08-25,TVS iQube,2022-01-19,2.6,2.41,84.77,False,General Service,Periodic Inspection,False,False,False,0,23,20,1.15,Weekend,TECH_02,2,1,0.72,0.97,0.7,5.93,6.63,0.83,0.5,1.33,0,360,True,False,300,660,1.0,True,0,0
EV01371,5,2022-03-28,2025-05-19,TVS iQube,2022-01-19,3.33,3.14,80.15,False,Brake,Brake Adjustment,True,True,False,0,11,20,0.55,Weekday,TECH_05,3,1,1.27,0.94,1.19,0.41,1.6,0.2,0.0,0.2,28,635,False,False,0,663,1.0,False,0,0
EV01372,1,2024-03-22,2024-10-27,Ola S1 Pro,2024-01-13,0.79,0.6,97.7,False,General Service,Routine Maintenance,False,False,False,0,24,20,1.2,Weekend,TECH_06,4,1,0.79,0.91,0.72,4.46,5.18,0.65,2.0,2.65,0,395,True,False,200,595,1.0,True,0,0
EV01372,2,2024-03-22,2025-12-16,Ola S1 Pro,2024-01-13,1.92,1.74,93.35,False,Battery,Charging Failure,True,True,False,0,14,20,0.7,Weekday,TECH_02,2,3,4.42,0.97,4.29,0.68,4.97,0.62,0.5,1.12,3327,2210,True,True,300,5837,2.5,False,0,0
EV01373,1,2023-03-20,2023-08-20,Bajaj Chetak,2023-01-17,0.59,0.42,98.16,False,Brake,Brake Pad Wear,True,True,False,0,16,20,0.8,Weekend,TECH_06,4,2,3.12,0.91,2.84,1.39,4.23,0.53,0.0,0.53,798,1560,True,False,0,2358,1.5,False,0,0
EV01373,2,2023-03-20,2024-01-28,Bajaj Chetak,2023-01-17,1.03,0.86,96.22,False,General Service,Periodic Inspection,False,False,False,0,20,20,1.0,Weekend,TECH_02,2,1,0.67,0.97,0.65,2.47,3.12,0.39,0.0,0.39,0,335,True,False,0,335,1.0,False,0,0
EV01373,3,2023-03-20,2024-12-15,Bajaj Chetak,2023-01-17,1.91,1.74,92.35,False,General Service,Cleaning and Lubrication,False,False,False,0,24,20,1.2,Weekend,TECH_03,2,1,1.36,0.97,1.32,3.41,4.73,0.59,0.5,1.09,0,680,True,False,0,680,1.0,True,0,0
EV01374,1,2023-10-20,2024-04-19,Bajaj Chetak,2023-07-25,0.74,0.5,96.65,False,General Service,Periodic Inspection,False,False,False,0,17,20,0.85,Weekday,TECH_06,4,1,1.48,0.91,1.35,1.77,3.12,0.39,0.25,0.64,0,740,True,False,100,840,1.0,False,0,0
EV01374,2,2023-10-20,2025-02-13,Bajaj Chetak,2023-07-25,1.56,1.32,91.12,False,Suspension,Shock Absorber Wear,True,False,True,6,20,20,1.0,Weekday,TECH_02,2,2,2.14,0.97,2.08,2.31,4.39,0.55,0.5,7.05,2022,1070,True,True,200,3292,7.5,False,6,0
EV01374,3,2023-10-20,2026-04-04,Bajaj Chetak,2023-07-25,2.69,2.46,83.48,False,Brake,Brake Fluid Issue,False,False,False,0,23,20,1.15,Weekend,TECH_05,3,1,1.43,0.94,1.34,4.51,5.85,0.73,1.0,1.73,0,715,True,False,100,815,1.0,True,0,0
EV01374,4,2023-10-20,2026-12-23,Bajaj Chetak,2023-07-25,3.41,3.18,78.64,False,Suspension,Shock Absorber Wear,False,False,False,0,20,20,1.0,Weekday,TECH_05,3,2,2.63,0.94,2.47,2.11,4.58,0.57,0.5,1.07,0,1315,False,False,0,1315,1.5,False,0,0
EV01375,1,2026-04-26,2026-11-26,Ather Rizta,2026-01-30,0.82,0.59,95.55,False,Battery,Battery Overheating,True,False,True,8,13,20,0.65,Weekday,TECH_03,2,3,4.41,0.97,4.28,0.93,5.21,0.65,0.25,7.9,2290,2205,True,True,200,4695,10.5,False,7,-1
EV01376,1,2023-11-24,2024-04-22,Bajaj Chetak,2023-10-26,0.49,0.41,97.66,False,Battery,Battery Connection Issue,False,False,False,0,7,20,0.35,Weekday,TECH_04,3,2,2.41,0.94,2.27,0.09,2.36,0.3,0.0,0.3,0,1205,True,True,100,1305,1.5,False,0,0
EV01376,2,2023-11-24,2025-03-16,Bajaj Chetak,2023-10-26,1.39,1.31,92.54,False,General Service,Routine Maintenance,True,True,False,0,21,20,1.05,Weekend,TECH_05,3,1,1.3,0.94,1.22,3.77,4.99,0.62,1.0,1.62,127,650,True,False,100,877,1.0,True,0,0
EV01376,3,2023-11-24,2025-12-26,Bajaj Chetak,2023-10-26,2.17,2.09,88.09,False,General Service,Routine Maintenance,True,True,False,0,11,20,0.55,Weekday,TECH_04,3,1,1.17,0.94,1.1,0.25,1.35,0.17,0.0,0.17,349,585,True,False,100,1034,1.0,False,0,0
EV01377,1,2026-01-24,2026-09-13,Ola S1 Pro,2025-10-31,0.87,0.64,95.42,False,Tyre,Wheel Alignment,True,True,False,0,23,20,1.15,Weekend,TECH_06,4,1,0.99,0.91,0.9,3.19,4.09,0.51,0.0,0.51,335,495,True,False,100,930,1.0,False,0,0
EV01378,1,2026-03-14,2026-06-18,Bajaj Chetak,2026-02-12,0.34,0.26,99.12,False,Brake,Brake Adjustment,False,False,False,0,16,20,0.8,Weekday,TECH_07,5,1,0.76,0.88,0.67,0.85,1.52,0.19,0.0,0.19,0,380,True,False,100,480,1.0,False,0,0
EV01379,1,2025-05-30,2025-12-29,Bajaj Chetak,2025-04-03,0.74,0.58,96.88,False,Tyre,Tyre Wear,True,True,False,0,7,20,0.35,Weekday,TECH_02,2,2,2.95,0.97,2.86,0.11,2.97,0.37,0.0,0.37,2563,1475,True,False,100,4138,1.5,False,0,0
EV01380,1,2026-03-28,2026-07-25,Ather Rizta,2026-03-07,0.38,0.33,98.27,False,General Service,Periodic Inspection,True,True,False,0,15,20,0.75,Weekend,TECH_01,1,1,0.81,1.0,0.81,0.67,1.48,0.18,0.25,0.43,58,405,True,False,0,463,1.0,False,0,0
EV01382,1,2025-12-17,2026-06-14,Ather Rizta,2025-11-05,0.61,0.49,97.75,False,Motor,Motor Performance Issue,True,True,False,0,19,20,0.95,Weekend,TECH_07,5,3,4.66,0.88,4.1,1.72,5.82,0.73,0.5,1.23,5441,2330,True,True,0,7771,2.5,False,0,0
EV01383,1,2024-05-31,2025-01-14,Ather Rizta,2024-03-12,0.84,0.62,97.5,False,General Service,Routine Maintenance,False,False,False,0,5,20,0.25,Weekday,TECH_07,5,1,1.25,0.88,1.1,0.07,1.17,0.15,0.25,0.4,0,625,True,False,0,625,1.0,False,0,0
EV01383,2,2024-05-31,2025-12-06,Ather Rizta,2024-03-12,1.74,1.52,93.93,False,General Service,Routine Maintenance,False,False,False,0,15,20,0.75,Weekend,TECH_04,3,1,1.06,0.94,1.0,0.66,1.66,0.21,0.0,0.21,0,530,True,False,0,530,1.0,False,0,0
EV01384,1,2025-02-11,2025-08-12,Ather Rizta,2024-11-29,0.7,0.5,98.21,False,Electrical,Wiring Issue,False,False,False,0,8,20,0.4,Weekday,TECH_05,3,2,1.87,0.94,1.76,0.19,1.95,0.24,0.0,0.24,0,935,True,True,0,935,1.5,False,0,0
EV01384,2,2025-02-11,2026-04-22,Ather Rizta,2024-11-29,1.39,1.19,95.73,False,General Service,Routine Maintenance,False,False,False,0,7,20,0.35,Weekday,TECH_05,3,1,1.19,0.94,1.12,0.05,1.17,0.15,0.0,0.15,0,595,True,False,500,1095,1.0,False,0,0
EV01385,1,2023-06-28,2023-11-15,TVS iQube,2023-06-11,0.43,0.38,98.77,False,General Service,Routine Maintenance,False,False,False,0,6,20,0.3,Weekday,TECH_05,3,1,0.76,0.94,0.71,0.45,1.16,0.14,0.0,0.14,0,380,True,False,0,380,1.0,False,0,0
EV01385,2,2023-06-28,2024-07-01,TVS iQube,2023-06-11,1.06,1.01,96.75,False,General Service,Routine Maintenance,False,False,False,0,12,20,0.6,Weekday,TECH_04,3,1,1.26,0.94,1.18,0.25,1.43,0.18,0.5,0.68,0,630,True,False,100,730,1.0,False,0,0
EV01385,3,2023-06-28,2024-12-05,TVS iQube,2023-06-11,1.49,1.44,95.36,False,General Service,Routine Maintenance,False,False,False,0,10,20,0.5,Weekday,TECH_07,5,1,0.98,0.88,0.86,0.25,1.11,0.14,0.0,0.14,0,490,True,False,300,790,1.0,False,0,0
EV01389,1,2024-10-04,2025-04-21,Ather Rizta,2024-08-05,0.71,0.54,97.42,False,General Service,Routine Maintenance,False,False,False,0,6,20,0.3,Weekday,TECH_02,2,1,1.09,0.97,1.06,0.11,1.17,0.15,0.0,0.15,0,545,True,False,0,545,1.0,False,0,0
EV01389,2,2024-10-04,2026-03-30,Ather Rizta,2024-08-05,1.65,1.48,92.97,False,General Service,Cleaning and Lubrication,False,False,False,0,12,20,0.6,Weekday,TECH_06,4,1,1.1,0.91,1.0,0.43,1.43,0.18,0.25,0.43,0,550,True,False,200,750,1.0,False,0,0
EV01391,1,2025-04-01,2025-10-31,Ather Rizta,2025-02-28,0.67,0.58,98.18,False,Brake,Brake Adjustment,False,False,False,0,17,20,0.85,Weekday,TECH_06,4,1,0.65,0.91,0.59,2.74,3.33,0.42,0.0,0.42,0,325,True,False,300,625,1.0,False,0,0
EV01392,1,2026-04-24,2026-08-15,Ola S1 Pro,2026-02-01,0.53,0.31,98.15,False,Brake,Brake Pad Wear,True,True,False,0,19,20,0.95,Weekend,TECH_08,6,2,2.8,0.88,2.46,1.55,4.01,0.5,0.0,0.5,963,1400,True,False,0,2363,1.5,False,0,0
EV01393,1,2023-01-23,2023-06-02,TVS iQube,2022-12-05,0.49,0.36,97.24,False,Brake,Brake Adjustment,False,False,False,0,11,20,0.55,Weekday,TECH_08,6,1,1.37,0.88,1.21,0.37,1.58,0.2,0.25,0.45,0,685,True,False,300,985,1.0,False,0,0
EV01393,2,2023-01-23,2024-04-27,TVS iQube,2022-12-05,1.39,1.26,90.23,False,Tyre,Tyre Wear,True,True,False,0,19,20,0.95,Weekend,TECH_05,3,2,3.28,0.94,3.08,1.78,4.86,0.61,0.25,0.86,1810,1640,True,False,200,3650,1.5,False,0,0
EV01393,3,2023-01-23,2025-02-11,TVS iQube,2022-12-05,2.19,2.05,84.07,False,General Service,Cleaning and Lubrication,False,False,False,0,13,20,0.65,Weekday,TECH_04,3,1,1.19,0.94,1.12,1.06,2.18,0.27,0.0,0.27,0,595,True,False,300,895,1.0,False,0,0
EV01393,4,2023-01-23,2025-08-18,TVS iQube,2022-12-05,2.7,2.57,80.07,False,General Service,Periodic Inspection,False,False,False,0,20,20,1.0,Weekday,TECH_05,3,1,1.47,0.94,1.38,2.81,4.19,0.52,0.5,1.02,0,735,True,False,0,735,1.0,True,0,0
EV01394,1,2021-06-06,2021-12-06,Ather 450X,2021-04-30,0.6,0.5,96.27,False,Battery,Charging Failure,True,True,False,0,7,20,0.35,Weekday,TECH_07,5,3,5.59,0.88,4.92,0.47,5.39,0.67,0.25,0.92,3606,2795,True,True,0,6401,2.5,False,0,0
EV01394,2,2021-06-06,2023-01-10,Ather 450X,2021-04-30,1.7,1.6,88.1,False,Tyre,Wheel Alignment,False,False,False,0,19,20,0.95,Weekday,TECH_01,1,1,0.75,1.0,0.75,1.78,2.53,0.32,0.0,0.32,0,375,True,False,0,375,1.0,False,0,0
EV01394,3,2021-06-06,2023-11-26,Ather 450X,2021-04-30,2.57,2.47,81.57,False,General Service,Periodic Inspection,False,False,False,0,13,20,0.65,Weekend,TECH_02,2,1,1.16,0.97,1.13,1.44,2.57,0.32,0.0,0.32,0,580,True,False,500,1080,1.0,False,0,0
EV01394,4,2021-06-06,2024-10-29,Ather 450X,2021-04-30,3.5,3.4,74.67,False,Motor,Motor Bearing Issue,False,False,False,0,15,20,0.75,Weekday,TECH_08,6,3,6.68,0.88,5.88,0.57,6.45,0.81,0.0,0.81,0,3340,False,False,300,3640,2.5,False,0,0
EV01394,5,2021-06-06,2025-06-09,Ather 450X,2021-04-30,4.11,4.01,70.12,True,Electrical,Switch Failure,True,True,False,0,18,20,0.9,Weekday,TECH_04,3,2,2.22,0.94,2.09,2.86,4.95,0.62,1.0,1.62,569,1110,False,False,100,1779,1.5,True,0,0
EV01395,1,2024-12-02,2025-04-13,Hero Vida V1,2024-11-05,0.44,0.36,97.78,False,General Service,Cleaning and Lubrication,False,False,False,0,24,20,1.2,Weekend,TECH_02,2,1,0.76,0.97,0.74,5.32,6.06,0.76,1.0,1.76,0,380,True,False,100,480,1.0,True,0,0
EV01395,2,2024-12-02,2026-03-28,Hero Vida V1,2024-11-05,1.39,1.32,91.9,False,Motor,Motor Overheating,False,False,False,0,18,20,0.9,Weekend,TECH_08,6,3,6.88,0.88,6.05,2.87,8.92,1.12,1.0,2.12,0,3440,True,True,0,3440,2.5,False,0,0
EV01396,1,2026-01-30,2026-06-22,TVS iQube,2026-01-02,0.47,0.39,97.53,False,Brake,Brake Pad Wear,True,True,False,0,19,20,0.95,Weekday,TECH_03,2,2,3.03,0.97,2.94,2.05,4.99,0.62,0.5,1.12,434,1515,True,False,0,1949,1.5,False,0,0
EV01397,1,2025-06-18,2025-11-29,Ather Rizta,2025-04-28,0.59,0.45,97.16,False,Motor,Motor Overheating,False,False,False,0,13,20,0.65,Weekend,TECH_04,3,3,3.67,0.94,3.45,1.44,4.89,0.61,0.0,0.61,0,1835,True,True,0,1835,2.5,False,0,0
EV01397,2,2025-06-18,2026-09-16,Ather Rizta,2025-04-28,1.39,1.25,92.12,False,General Service,Periodic Inspection,False,False,False,0,7,20,0.35,Weekday,TECH_08,6,1,1.06,0.88,0.93,0.41,1.34,0.17,0.25,0.42,0,530,True,False,200,730,1.0,False,0,0
EV01398,1,2024-02-25,2024-10-08,Ather Rizta,2024-02-06,0.67,0.62,97.13,False,General Service,Periodic Inspection,False,False,False,0,20,20,1.0,Weekday,TECH_04,3,1,0.73,0.94,0.69,1.99,2.68,0.34,0.0,0.34,0,365,True,False,200,565,1.0,False,0,0
EV01398,2,2024-02-25,2025-03-18,Ather Rizta,2024-02-06,1.11,1.06,95.09,False,Tyre,Tyre Wear,False,False,False,0,10,20,0.5,Weekday,TECH_04,3,2,2.07,0.94,1.95,0.17,2.12,0.26,0.0,0.26,0,1035,True,False,100,1135,1.5,False,0,0
EV01399,1,2026-05-13,2026-10-28,Ola S1 Pro,2026-04-07,0.56,0.46,97.34,False,General Service,Routine Maintenance,False,False,False,0,13,20,0.65,Weekday,TECH_05,3,1,0.59,0.94,0.55,0.86,1.41,0.18,0.0,0.18,0,295,True,False,300,595,1.0,False,0,0
EV01401,1,2020-10-01,2021-02-25,Ather 450X,2020-09-13,0.45,0.4,98.0,False,General Service,Routine Maintenance,True,True,False,0,19,20,0.95,Weekday,TECH_07,5,1,0.73,0.88,0.64,2.38,3.02,0.38,1.0,1.38,102,365,True,False,0,467,1.0,True,0,0
